Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Control,High Value,276.76729146357485,345.104394689413,66.66192792738667,83.95466563099907,Yes
Control,Low Value,113.57856274526101,145.6898913412731,39.34136973817189,42.48359941188667,Yes
Control,Medium Value,223.21042414547006,262.5105220915719,75.31102967126944,92.78060412498095,Yes
Treatment,High Value,172.27139893893377,269.04179422756266,77.20503089919417,80.09484663040543,No
Treatment,High Value,166.50405530171633,261.0856283517191,85.38361233423797,87.47546238906752,No
Control,Medium Value,153.59169327176153,178.18785830567106,46.40256685337771,67.34289966206488,No
Treatment,Low Value,115.3978100091492,203.3233823515068,38.45502826604745,51.276808437919556,Yes
Control,Medium Value,226.56422900872028,275.7051773007901,68.68053926344002,71.47535543002579,No
Control,High Value,201.73533697967494,237.59692616908978,79.88160735870257,96.51660361636162,No
Control,Low Value,211.35677857459288,262.39477300906003,48.90133783757662,73.9214486470527,Yes
Control,Medium Value,240.3937174149552,292.4807605975149,84.60190733814008,85.82809628337105,No
Control,High Value,225.2829635585771,268.71891124576666,92.4404222337203,98.97931757485587,Yes
Treatment,Medium Value,110.60055239317474,182.23685241396828,88.64061884323986,82.33406846083012,Yes
Treatment,Low Value,122.36826485005966,201.19819290793248,52.85502225911498,56.263531999624206,Yes
Control,Low Value,196.15459181440093,242.06802187669592,64.6859663508627,60.78817181890443,No
Treatment,Low Value,169.68421603953144,272.35737586906663,59.01689053144826,60.50944060683569,No
Control,Low Value,190.2849969091879,227.2980943344568,48.18381513652572,39.16058635533777,Yes
Treatment,Low Value,169.38686593844014,256.1619417922267,50.19207167881551,63.020983676768495,No
Control,Medium Value,165.2700982424444,194.11543366717547,65.30807983572494,82.13589046738436,No
Treatment,Low Value,193.2739421751922,301.79897669847384,59.731897359623275,73.3332361196261,Yes
Control,Low Value,84.67849892403963,94.88678966986122,53.69807789300104,58.375845606365125,No
Control,High Value,184.43810923475618,236.97137267298916,72.79251037009122,77.02146658141808,No
Treatment,Low Value,171.51030856246547,264.1092452881973,42.28774763323858,48.363134003120344,Yes
Treatment,High Value,213.96229222090383,336.63725058119365,70.95865783667826,83.21554971357905,Yes
Control,High Value,130.24979986708075,160.6928979615071,77.25595610660773,99.68560974893009,No
Treatment,High Value,203.84622026439388,316.89695559556594,74.85028673206665,84.50434922235492,Yes
Control,Medium Value,161.57387728331324,200.03748994994825,55.468764508721186,60.382823849581186,Yes
Treatment,Medium Value,179.40276324523668,285.53367463537734,77.78320045503939,94.73296850934409,Yes
Treatment,High Value,276.7915313024376,456.79813633983497,65.40368799947926,47.50755405517298,No
Control,Medium Value,145.22257938776087,187.28548227480925,71.07286422919469,92.26286708318162,Yes
Treatment,Low Value,145.00410052837685,232.7203850123849,70.75397332446572,76.0,Yes
Treatment,Medium Value,260.02022359051455,412.02711228634274,70.23417125908533,80.4592170745512,No
Control,Low Value,222.27013944069614,268.8181282753569,52.25331174824486,60.394627957284335,No
Treatment,Low Value,116.14786935287026,190.07884545369626,53.01518789951488,63.93031442150917,No
Control,Medium Value,212.94460409687485,256.39164871474054,53.67653317299698,84.19950141320933,No
Control,Medium Value,203.84622026439388,243.76688891966612,71.47417313647598,74.55073523137521,Yes
Control,High Value,215.73714345812846,271.7324299961645,92.10126959312086,100.0,No
Control,Medium Value,127.6717059875179,151.64126604389796,69.44746831450091,80.31618821009086,Yes
Control,Medium Value,152.48331862349548,185.88437757593314,50.4068312270651,53.04969355598779,Yes
Treatment,Medium Value,155.2353211782522,243.13307540449983,90.0765270232997,98.94095387946746,No
Control,Low Value,188.58973290989252,228.74467662218083,52.95720061833745,60.89183595861596,No
Control,Low Value,149.13921851011204,182.8872144292418,42.27733402895862,48.270483865361726,No
Treatment,Low Value,145.53041320088064,230.71599886684587,45.37007510696131,52.22838694070344,Yes
Treatment,High Value,167.39516376464323,257.8983945913104,76.96440764941399,89.26863094809754,Yes
Treatment,High Value,126.612110252826,198.37965440524056,100.0,100.0,No
Control,High Value,341.43627609720176,417.55735744544114,83.1396296659983,86.70507835242591,Yes
Control,Low Value,181.44541053101082,221.76458552849928,50.35126431856628,53.984682210138445,Yes
Control,Medium Value,255.8551273450316,312.5543517956994,61.52505666659176,75.9037754526885,No
Treatment,High Value,134.9345682650773,222.865835072867,99.17652177617124,94.77762948787704,No
Control,High Value,274.3937909681883,336.321904302638,100.0,100.0,No
Treatment,Low Value,147.19401357418795,228.9428582994564,40.410763877151865,45.294776996708954,No
Control,High Value,232.89519552625526,285.0713495743468,84.93525427040666,100.0,Yes
Treatment,Medium Value,233.8707249899532,371.25468453397616,65.21900445732051,77.23980148063906,No
Control,Low Value,233.44417405019402,274.1499272548053,44.99806468843505,45.811467778948554,No
Control,Low Value,164.21756962617076,190.60303116943547,48.57243296352704,48.59439139430009,Yes
Control,Medium Value,139.45632309032334,173.16199145616892,65.30556378647998,63.6088111374925,No
Treatment,Medium Value,182.9056386868381,284.84974484143135,56.90470933193014,52.680603472591166,Yes
Treatment,Medium Value,211.29852259749933,329.94611822437287,71.43922286566999,79.49444922668148,Yes
Control,High Value,172.0651573386054,211.70926611377104,91.07319837239918,99.96901924953511,Yes
Control,Medium Value,166.3579965945355,202.796810995914,73.34052191133739,84.81104757920583,Yes
Control,Low Value,102.83221500558041,125.84924569758091,49.57265278459341,51.30881698358536,No
Treatment,Medium Value,132.61692898671302,222.8082484246269,46.999054167139356,58.858434148832444,Yes
Control,Low Value,186.63527968850414,225.3417940569535,46.630742062223874,60.29749933033146,No
Control,Low Value,207.41309475451408,253.09179878280187,44.95777601849356,61.818924762134884,Yes
Control,High Value,258.31816496529336,309.3771709285727,82.65467125723497,79.32482192331712,Yes
Control,Medium Value,298.60074628855807,367.7328735435157,74.15973981949449,90.64661261038306,No
Treatment,High Value,277.0060216720011,439.4541683785714,100.0,100.0,Yes
Treatment,Medium Value,168.3160192248015,280.5944118365849,59.26728965560757,68.60987653632345,No
Control,Medium Value,139.78007775401912,171.66648631372016,70.35491579145686,71.8620490339528,Yes
Control,Medium Value,170.03132320112408,208.98569425399867,70.45544637405006,87.56839634372784,Yes
Treatment,Medium Value,158.2114688270916,250.45348098287005,82.82391857399288,92.83792352742398,Yes
Treatment,Medium Value,192.97949785921895,317.55262660892083,71.95648030961326,64.00394125014337,Yes
Control,Low Value,202.0248542553115,247.20350948990253,48.845179701881364,41.112941166927435,No
Treatment,Low Value,187.70569387384563,295.7907218572661,51.9258021681893,57.57413335348964,No
Treatment,Medium Value,257.46899146235495,398.46957337958753,72.47155536094164,80.14223178019293,Yes
Control,Low Value,190.37320718827692,218.99753972524124,57.19776476957768,57.3898218014312,No
Treatment,High Value,125.73449431315315,201.28685440075347,100.0,100.0,No
Treatment,High Value,170.91091824264228,268.2948364166196,100.0,100.0,Yes
Control,High Value,219.77927938387066,245.7479829101417,74.83548402124144,81.73750865009401,No
Control,Medium Value,199.14643909718072,239.48390276330574,52.39377407284874,63.68147102687848,Yes
Treatment,Medium Value,248.6473411120021,383.5207900106255,57.09992373773606,54.81918302996951,No
Control,Low Value,164.40001347792895,209.205520679408,52.954703386535066,67.0841845925162,Yes
Treatment,Low Value,162.30412121576043,256.2747873077675,60.82822306200828,67.15251196297746,No
Control,Low Value,95.73256260556415,124.42699537550142,50.24231730302292,54.809865161559095,Yes
Treatment,High Value,161.88795348686705,260.8079173624819,73.75863071928192,98.8280543899409,No
Control,High Value,215.0491384354409,268.2380080706763,70.2833077721846,57.545468842794705,No
Treatment,High Value,207.2917426356258,347.86635300202295,100.0,100.0,No
Treatment,High Value,236.7748853906948,380.8385716621372,81.14064289470339,68.09366446375401,No
Treatment,Low Value,185.33301444516889,315.6752413487691,40.547768860004595,46.270070639484665,Yes
Control,Medium Value,182.447354119328,225.76871777590847,68.96497194474627,76.10366151389918,No
Control,Medium Value,134.52649737795488,171.91606248940917,67.1734454219356,76.7677652099804,Yes
Treatment,High Value,204.6784868191857,320.6483542125032,99.28810715667117,83.62682441252058,No
Treatment,Medium Value,174.73857400131845,265.0986634667952,58.45788712279617,63.17930769571614,No
Control,Medium Value,263.04076236147876,303.284578266984,81.92553415163712,98.92389732668818,No
Control,Medium Value,250.6506797328789,309.19212808886135,81.04269491604755,83.43013394072582,No
Control,High Value,181.06682039084413,217.2839138585316,86.38447474509336,88.35200335059822,Yes
Control,Low Value,134.8425136864979,162.61890295854317,56.34112458606436,57.91006935542325,Yes
Control,Low Value,107.05163496924487,129.18436408238102,57.342977641514565,70.16732537801566,No
Control,Medium Value,170.37776174934916,203.33996598060023,64.04960589204859,60.63488803484184,No
Treatment,Low Value,147.29632907962653,245.1608431217147,41.07716272142002,42.964295873359596,Yes
Control,Low Value,282.3555752418336,336.6311020577064,45.28590942292227,57.492466323050465,No
Treatment,High Value,142.4759364406321,230.80112198469496,67.27092516386189,61.61989505587583,No
Control,High Value,210.72071480746337,259.4298769646237,91.57197748939016,100.0,No
Control,Medium Value,146.89227863388672,170.12835687434205,83.97220293219456,84.24400955240458,Yes
Treatment,Medium Value,203.84622026439388,316.89695559556594,62.27445069758261,63.53917033972456,Yes
Treatment,Medium Value,170.80513882987907,261.1326102562123,62.52239831764366,81.21921073299167,Yes
Control,High Value,259.85626199004633,314.4719702125432,84.58372246305991,73.9214486470527,No
Treatment,Low Value,185.89638572162858,290.70263257717875,67.31345330633626,69.98192112931208,Yes
Treatment,High Value,249.79083766592075,394.36493178607816,78.95471231211282,78.05082607455505,No
Treatment,High Value,161.82738151082197,261.9530827126145,100.0,100.0,Yes
Treatment,Low Value,224.00774465677762,346.57767374046335,53.051832357853556,55.32252039450174,Yes
Control,Low Value,137.2402676165231,164.11679385825698,28.68542587163953,36.558776717653934,No
Treatment,Medium Value,115.44565506408459,170.9467126204475,64.15176508516718,78.39941128455538,No
Control,Low Value,151.2999780489657,178.1996292178333,59.21813448374425,56.897354183833365,Yes
Control,Low Value,160.64981145942957,199.6218303194264,47.38567119866088,43.048598893800126,Yes
Control,Low Value,111.8873809984555,134.85857896708944,56.06196740698628,63.88914888137437,Yes
Control,Low Value,206.74118488479579,255.75556934863562,64.55416044838026,59.09706573612755,Yes
Treatment,Medium Value,143.37458630661527,219.88824466670496,72.22143222719203,69.91019942027523,No
Treatment,Medium Value,142.13705398370027,219.391268528152,62.614759496814415,75.58069994455863,No
Control,Low Value,180.7216382892021,225.5937825673676,58.366347802091155,65.15402363687669,Yes
Control,Low Value,204.27218986288597,249.0219780050674,55.506229617611496,62.41762497096414,Yes
Control,Medium Value,127.1512016039749,146.3511251693095,77.62103838318637,76.8913662811532,No
Control,Medium Value,229.21325436823258,274.4998326508542,65.61296678727469,86.98207437617728,Yes
Treatment,Low Value,71.03684958928945,120.40984433068297,45.95067019077364,44.35192128617119,Yes
Control,High Value,220.8670196060173,267.1070624269743,94.09405497321163,74.81294773441401,No
Treatment,Medium Value,126.92517066593038,211.49598119521042,74.27047901252834,61.965265837591616,Yes
Control,Medium Value,154.59617922765392,180.48631268941523,63.952856599875936,69.41486594271716,Yes
Control,Medium Value,278.2357733513233,344.23268282578465,52.10444149162588,58.2657535123982,No
Control,Low Value,123.08904448087323,143.78944044911225,48.13503233223314,59.079325315238805,No
Control,Low Value,154.09829603573314,188.88028088731375,43.75647018319085,52.95160764706002,No
Treatment,Medium Value,130.38569578792527,214.7239839057496,67.07326283316719,72.30833281907557,No
Treatment,Low Value,213.70535202767144,337.697375438013,57.880156379401434,49.72915926688426,No
Treatment,Low Value,184.35911131394977,295.0882339525492,36.54475907597813,36.26861538992137,No
Control,Medium Value,218.54120170108453,271.42545537773776,72.72215158894033,72.99734417395545,No
Control,Low Value,224.36480610832444,274.45633416950596,54.96117532033889,70.34231530113372,Yes
Treatment,High Value,186.76216156668147,292.73209436331604,75.67269640096414,82.00175373177896,No
Treatment,Low Value,211.6176998443083,331.85823545704585,54.64799830759704,68.3034898386583,No
Control,Low Value,223.1814207261585,265.7380793368457,60.20616154535301,67.66873702498941,No
Control,Medium Value,203.25215304483186,239.31256849386318,74.14126252091337,77.11055228254465,No
Treatment,Medium Value,126.26528132402947,211.21013695627707,90.54534650904898,88.67939386319573,No
Control,High Value,138.9065667736629,173.9855705507068,86.55023525540608,100.0,No
Control,Low Value,181.39778924750948,228.24882645758552,58.683317435981735,54.393598444659666,Yes
Treatment,High Value,141.90972063851703,230.81426095427827,100.0,100.0,No
Control,High Value,130.55568845130267,157.4227580056415,92.33090496411505,99.2319008772684,Yes
Treatment,Medium Value,231.22661025436935,355.1251273730778,87.56667603111586,93.64219135162752,No
Control,Low Value,141.50196334146983,169.53391874114504,55.142583807176585,52.6058565594875,Yes
Treatment,Medium Value,312.658255961359,496.83789213376843,84.70938365760288,85.700957713843,Yes
Control,High Value,203.84622026439388,243.76688891966612,72.15665128220532,84.13514609057711,Yes
Treatment,High Value,167.80428944442423,277.41363512941405,85.69965140861109,95.07242021757021,No
Treatment,Medium Value,203.1859009578152,317.78796608150526,94.0947540005573,100.0,Yes
Treatment,Medium Value,196.18084204459703,300.1251079266429,49.79201574998477,54.15596315263814,Yes
Treatment,Medium Value,182.38504475698267,285.7053475699219,60.26154850894563,54.61144030067848,No
Control,Medium Value,187.1922493360713,228.88537741339698,88.94493697045563,91.49672516789596,No
Control,Medium Value,346.78551363375936,429.4126249019027,64.11674603315915,64.94091226205754,No
Treatment,High Value,295.1052276643251,465.4108925833942,86.94326157332812,100.0,Yes
Control,Medium Value,222.53099744018462,266.0510720346263,76.0407710848278,91.04370972326272,No
Control,Low Value,115.80835603654869,149.34127770056696,61.13500137999216,73.9214486470527,Yes
Control,High Value,201.40639925340892,252.55249061730174,82.04369678778424,91.15961709102334,Yes
Control,High Value,238.50603518850184,288.58217193088797,64.70146098191302,69.65446552692079,No
Control,Low Value,192.4454740910873,224.53363404966385,43.06632554141086,38.93642657018657,No
Treatment,Low Value,231.28841588212345,359.92645489162857,50.09980206525984,46.98285337922019,Yes
Treatment,High Value,162.53316035221923,263.95037289215344,71.85816240503729,48.295980500170806,Yes
Treatment,Medium Value,181.0704878416624,296.0853735233002,59.11546701386413,73.09732562773566,No
Treatment,High Value,164.98722764756482,262.6473703802443,84.12318829671291,91.13485612032721,Yes
Control,High Value,271.42237303344336,328.22283242609586,73.86715783361036,81.0806038481247,No
Control,Low Value,192.13781123455826,230.2562154555612,66.80389723473705,73.9214486470527,No
Treatment,High Value,165.0575376609004,268.0429382324757,83.22464074298786,87.6467546157223,Yes
Control,Medium Value,200.84255785322262,237.56844212163776,55.33380592850704,64.27530555785373,No
Control,Low Value,167.24063890585913,200.17742803507912,60.21935746355541,66.75957823376054,Yes
Treatment,High Value,172.2761429083682,284.7843473386953,100.0,100.0,Yes
Control,High Value,250.36685076101264,310.07352082691654,70.24902619495936,82.47309674139647,No
Treatment,Medium Value,185.32321135620123,304.57536114758756,71.25560307341294,80.78994708998589,Yes
Treatment,High Value,172.47435952431016,267.3207639439369,100.0,100.0,No
Control,High Value,156.68931368583284,182.64261671833378,79.80785927188714,100.0,No
Control,High Value,249.14093808847147,312.01929296293287,100.0,100.0,No
Treatment,High Value,222.83010289715654,358.05639817066464,65.59272139853132,71.70079905153314,No
Treatment,Medium Value,146.52501454838637,240.37710522970224,67.32168052535266,71.04705546510263,No
Control,High Value,169.81013380837598,211.8952386931022,74.45407616495648,80.65566318195556,No
Treatment,High Value,195.22771087059377,324.7982777236525,71.98237820292847,66.13977636199584,No
Treatment,High Value,196.11887181649394,316.11650351539276,76.29211752184412,59.61155817230806,No
Treatment,Low Value,173.88710455224634,275.99918478674715,56.64807127171912,63.05252696263458,No
Control,Medium Value,96.24024909153893,120.24175453932139,78.324387040899,96.22649593817363,Yes
Treatment,Low Value,170.17973392624182,270.37309374124794,56.77537587455055,57.876254033247506,No
Control,Low Value,118.31351121719202,153.17434968610604,42.05603389518325,48.42822283247508,No
Treatment,Medium Value,263.30431849247185,424.35181073657196,73.07600583809104,75.83582785994828,Yes
Control,Low Value,213.05909763978235,266.918974773353,52.07297122280641,54.87301750566465,Yes
Treatment,Low Value,211.65379129886875,319.02137945785967,47.320304130563564,46.80156276185382,Yes
Control,Low Value,54.462635144138794,66.55051053049502,50.62091367731962,60.91800051729874,No
Control,Medium Value,168.34845460761684,199.28952769232816,85.71636973763701,92.99720262998856,No
Control,High Value,197.0490807600967,252.15514935360636,83.25089977441199,82.07724632221576,Yes
Treatment,Medium Value,211.597393503981,327.89153178805105,77.79810876429784,88.81674346471296,No
Treatment,Medium Value,228.12541993904443,364.4067682334803,78.70163015641536,100.0,Yes
Treatment,Medium Value,248.65582059856717,407.498758509967,79.15489646051327,95.46173475967517,Yes
Control,Low Value,60.63590375209254,77.18538173509188,49.03921437693258,53.63255181711768,No
Treatment,High Value,162.08399634749716,253.75905333902742,79.82232135278883,79.93593330057868,Yes
Control,Medium Value,191.07494172768892,233.4381466067304,72.13015168911198,69.33584475693412,No
Treatment,Medium Value,223.3450414404398,341.349617762184,62.10154719820102,62.95666789310125,No
Control,High Value,256.1216338816652,300.3972615746035,74.37013773941041,77.53545064589271,No
Control,High Value,225.82696638566324,277.88739041121033,87.3775046119949,100.0,Yes
Control,High Value,161.19120095564918,180.10261298383315,76.57183301924167,60.56067613265729,No
Treatment,Low Value,146.57922861329615,231.5117219380065,49.07871934324438,51.08065207883763,No
Treatment,High Value,166.02430040978226,261.85949566062516,84.36316760900753,84.83748000562066,No
Treatment,Low Value,125.131265731563,212.58659875811935,48.942237939069514,48.39119290952246,Yes
Control,Medium Value,124.7800803567163,155.79757354492233,65.749131835752,74.1796901943878,Yes
Control,Low Value,125.02277988056603,150.99196322514544,49.29067907165758,47.604808479417265,Yes
Treatment,High Value,227.3418486787941,366.9430522769029,100.0,100.0,Yes
Treatment,Low Value,166.759686291176,264.74393915398156,66.19845513080783,74.13692830962516,Yes
Treatment,High Value,146.1401469623467,222.39102954941697,81.75439982591871,83.63492051824007,Yes
Control,Low Value,98.3913889248447,122.20558670075015,48.663352050737444,62.6882266535282,Yes
Control,Medium Value,164.44691552661112,201.07196169992972,67.57948555257771,63.715489294229464,No
Control,Low Value,230.80349147594208,279.93809835816336,70.24902619495936,36.23779869171036,Yes
Control,Medium Value,175.63204588182398,216.29893310084856,69.94512108562219,74.9132798557267,Yes
Control,High Value,247.37285474910234,307.10528229723724,85.01847738621326,97.16209972871847,Yes
Treatment,Medium Value,194.5096391905053,309.965589206209,77.15163603027771,90.02980624312671,Yes
Control,High Value,206.0422765849244,241.66816787420072,77.38467447838241,84.7564369384846,No
Control,High Value,116.65534017746702,132.80121842383508,76.64441279218123,100.0,Yes
Control,Medium Value,158.7791827144598,190.9557434621367,54.16725772544074,63.601588815437545,No
Control,Medium Value,162.20349712065237,194.63578113098504,65.55073857479589,80.1004813087829,Yes
Control,Low Value,239.2067123255617,291.4902910406874,52.660316276425505,63.005382315192975,Yes
Treatment,Low Value,169.25709619764265,276.77695697201705,52.81704661665108,50.95762624287699,No
Control,Medium Value,256.001666237326,319.5399978081232,80.52075433623385,81.16025482166116,Yes
Control,Medium Value,243.3130886592315,290.7369058918339,59.96665320450951,61.635986484139615,Yes
Control,Medium Value,149.90866601808546,171.74615526000056,54.95343492183446,80.99982517338168,Yes
Treatment,Medium Value,186.4904392412478,294.9056841496235,69.30262326299417,72.99882550375365,No
Treatment,High Value,284.32917563709566,457.04174781555963,84.76254956725984,96.83184073723793,Yes
Treatment,Medium Value,214.21269995544498,334.1839849898477,76.51426276142385,82.36961710273009,No
Control,Medium Value,217.23930202519045,263.70578778188036,66.224402268646,76.69260051900433,Yes
Treatment,Medium Value,228.06763638537555,357.9250839511263,81.34606428073552,84.67251223577979,No
Control,Medium Value,208.9402628570108,263.11348297645134,67.52396766096233,66.61154891860993,Yes
Control,High Value,234.63873743324635,300.0387989841956,81.41079277459319,71.35396861060038,Yes
Treatment,Low Value,168.79451992380183,271.19988250464456,57.135376118142226,53.87681011476678,No
Control,Low Value,160.4069207474668,198.6745491719104,55.4806579318473,64.67946817377748,No
Control,Low Value,116.56544776460812,134.55019803718542,45.97684092729458,54.20738253003566,Yes
Control,Low Value,86.93532196126098,104.36323778509683,56.41493927346605,60.826756069403814,Yes
Treatment,Low Value,153.0341776889567,248.1499872989062,55.01857260844394,75.40078309913807,No
Control,High Value,236.54947184387987,289.4777206323934,87.14670284483667,100.0,No
Control,Low Value,180.82569161904925,222.1688562310204,60.946036010901935,58.31789276709184,Yes
Treatment,High Value,239.36785067680208,362.1539453415778,100.0,100.0,Yes
Control,High Value,193.86883190230003,221.14703618898275,80.31955036636512,71.26047990398978,No
Control,Low Value,294.37441998882116,366.3920129623105,55.93066969208799,56.948544725144636,Yes
Treatment,Low Value,251.15290158762383,393.76829105670953,52.783631735605574,57.98735066512927,No
Control,Low Value,102.9374659989842,116.6486491023919,47.699462573940075,57.782439513235595,Yes
Control,Medium Value,214.40600844709252,259.1259030438948,66.78922174916116,59.5626713847342,Yes
Control,High Value,265.91579424090355,312.2657688411723,64.72008569157228,71.91657200156257,Yes
Control,Low Value,73.58312030687343,84.2671697662246,61.40610118626869,65.20372150875589,Yes
Control,Medium Value,198.64765522274664,236.39479075461935,75.15976637177889,66.25167637665572,Yes
Treatment,High Value,234.70104456483523,357.2278453021951,65.21491263397593,76.477403932407,No
Treatment,Medium Value,178.11834628523718,254.12359296565208,66.77964204668949,67.18723789480829,No
Treatment,Medium Value,202.15231393786007,324.76086898086015,70.02812898365015,81.32714833764372,No
Treatment,Low Value,175.0095579137855,271.82295228676827,58.08245716258608,57.95474485684718,Yes
Control,High Value,245.43984370345476,303.76756786205317,85.04786896377455,85.19598055277193,No
Control,Medium Value,270.4803910070747,327.36786370920896,68.56183188094134,95.88136900388213,Yes
Control,High Value,250.5078138484989,291.13368311265174,91.24263466326987,85.16072574138285,Yes
Control,Low Value,217.04751699837317,262.59678269010675,47.16735671418922,51.996328334045714,Yes
Control,High Value,143.43063095643072,184.47401273717747,100.0,100.0,Yes
Treatment,Medium Value,289.12439812648387,453.5574263908224,70.32221392030952,77.68025515305669,No
Treatment,Medium Value,191.47936497124752,296.24816442764336,71.42182795355718,76.75372696251968,Yes
Control,High Value,193.681466077003,225.48520434896128,100.0,100.0,Yes
Control,Medium Value,210.25298272888014,251.30075916900768,71.21280861910037,69.29752157070982,No
Control,Medium Value,203.84622026439388,243.76688891966612,82.95022262216017,84.46574654991987,Yes
Treatment,Medium Value,186.34686778849385,290.19315199037015,54.089363500511936,60.67694867102517,No
Control,Low Value,187.7231616191192,215.48286136914373,62.40276968250819,51.10616352611138,No
Control,Low Value,147.72800041959349,172.8324666193169,60.29405150534584,71.28118454298142,No
Control,Medium Value,188.56944037027782,232.47456585233226,48.67916388584238,18.494431502012986,No
Treatment,High Value,171.7819950584079,272.86511988995824,82.44991655791944,99.97812781961284,Yes
Control,Low Value,136.82035539341902,164.6156818986282,54.76679503570066,76.0,No
Treatment,High Value,142.07999877677491,214.11477479060107,95.86812840923153,100.0,Yes
Treatment,Medium Value,171.18470800881587,283.42697741500734,81.89351736385221,96.01614394038415,Yes
Treatment,Medium Value,164.0465559031744,276.5354476793363,52.77387549237415,60.63095609524546,No
Treatment,High Value,228.96041897592488,349.8862068191998,88.03529741558899,85.57662405183528,Yes
Treatment,Low Value,223.27241750240603,357.42970723833963,43.97825214245637,53.58171933210059,Yes
Treatment,High Value,233.50751238811446,357.4534871111733,77.57057633553437,73.9214486470527,No
Control,High Value,251.53841297322322,308.20072803774747,98.00745453675268,87.08343003050307,No
Control,Medium Value,232.59246553901184,266.803000783412,59.775140625306825,60.26226469930888,Yes
Control,Low Value,127.17921100035447,151.45491537592235,52.285654592541654,60.008719227865086,No
Treatment,High Value,183.98825271331114,292.2577878750896,78.71524407714845,69.7632282197965,Yes
Control,Low Value,252.4947566219721,307.38308515709275,58.889843244681344,66.76471200775583,No
Treatment,Medium Value,162.9743997231765,249.33994936348552,50.22541410028389,60.33965871068254,No
Treatment,Low Value,256.0901660559366,406.64851706171646,61.45718395207588,66.67128823792743,Yes
Treatment,Medium Value,166.11891811046974,261.6909162693314,84.91823559641072,73.55970589882286,Yes
Control,Low Value,79.40690897645392,89.41262552148204,57.10670022931172,68.2330615225091,Yes
Treatment,High Value,190.34286254647668,290.55577561506544,90.16476502128381,96.2037663779224,No
Treatment,Medium Value,240.19181795831037,391.0276204216019,47.86615531247672,54.99002683160243,No
Control,High Value,293.45617302629034,356.1029067885447,94.26010865419292,96.18150814462268,Yes
Control,Medium Value,124.2539070960743,148.88968160508458,78.43911405751327,69.43166584092953,No
Treatment,Low Value,206.34155104859315,313.86559152094384,52.229789204951615,50.6535459520744,Yes
Treatment,Low Value,202.95406928756242,315.3737086790322,47.80077219314589,55.94919453451418,No
Control,Medium Value,259.5932150517233,315.1687033666234,85.30650039789974,99.2929877984827,Yes
Control,Medium Value,54.792910691628556,70.57950613834234,60.29591892096991,67.78989555073589,Yes
Control,Medium Value,274.8202805824654,333.0048128571902,80.56229961971212,93.83805494701919,No
Treatment,Low Value,194.30526164750526,301.08166183736125,56.53172432506638,71.88790144331584,No
Control,Medium Value,212.38575874294736,245.62042869241054,64.66171826797671,93.00132155067448,Yes
Control,Medium Value,236.7865498668471,286.00113375719485,95.16273850128582,99.76869578719156,Yes
Control,High Value,101.6582556074988,124.41602525945552,91.11777563890021,91.68866639462554,Yes
Treatment,Medium Value,238.56912690013033,368.33964828622004,73.6300404095453,58.90372206702315,No
Control,High Value,340.9904553470526,410.4255432167687,93.24939252703159,99.33028420414867,Yes
Control,High Value,119.55769532384933,146.8152358938251,90.7370511162755,96.76161063819349,Yes
Control,High Value,205.55290696586255,251.54283327322418,85.36179029949056,100.0,No
Control,Low Value,167.9117729410313,208.19098249666672,57.19461647668682,64.54716869682906,No
Control,High Value,111.00955075223172,119.32489250965362,100.0,48.13359551615755,No
Treatment,Medium Value,212.3098166094845,338.0155840601283,49.71529970018414,46.607830055297256,Yes
Treatment,Low Value,139.98605268018466,209.54997319677128,44.89297591374408,52.55540163077201,Yes
Treatment,Low Value,173.11892467318742,265.3253241943204,60.9533678014367,73.01166439773361,Yes
Control,Low Value,243.162419137269,299.94722141925456,58.04842671702451,62.82082302501246,Yes
Treatment,Low Value,297.49579056352803,458.00876128604915,22.202441284893393,19.597874028082835,Yes
Treatment,Low Value,194.67769939668912,312.8197683376226,47.26857792773359,46.81254074262799,No
Treatment,Low Value,138.80216926876025,215.06445952019743,48.79452076087091,41.357781126204124,Yes
Control,Low Value,236.59810013716958,294.37656899816005,64.1373815167132,61.56594948301395,Yes
Control,High Value,191.7803034280464,223.51340110932074,68.82243368571842,61.49827466057202,No
Treatment,Medium Value,81.56498539414358,129.63207232619897,64.01276122968977,72.54245141298262,Yes
Treatment,Medium Value,209.26982130179942,307.0533108401762,70.34103808701505,81.44398501476519,Yes
Control,High Value,248.1418197745168,301.0170780871503,67.23483066970132,93.74663143835609,No
Control,High Value,188.30268175597797,217.36973436392748,87.60521614654961,91.81176589281574,No
Treatment,Low Value,71.25430870361582,112.10552466610429,43.93257814985474,47.94076061896294,Yes
Control,Low Value,203.84622026439388,243.76688891966612,45.393346357565065,53.15047229181636,No
Treatment,High Value,195.14521728257765,323.6459803925074,80.34755420282328,77.71513245442267,Yes
Control,Low Value,154.08800882333435,184.5150235452154,50.68770074842344,46.65040664159298,No
Treatment,Medium Value,214.5454072554364,351.09056988525623,62.78513998215238,54.14476996836326,Yes
Treatment,Medium Value,218.61490952305402,336.07838663986894,68.90629425397243,79.8992688626772,No
Control,Low Value,154.92667068226066,169.61449736743,62.18389869934333,72.0486724538693,No
Treatment,Low Value,100.97714215827975,165.7351123602513,59.61275235687964,76.0,Yes
Treatment,Low Value,236.8921610960478,363.52288470646744,62.597042656085776,60.735779123942876,Yes
